ar_u_token,canonical_input,lemma_ar,lemma_norm,pos,root_norm,ar_u_root,features_json,meta_json,created_at,updated_at
17c71db1de8c8e018750bada5c65fce35df9967fa6154d85e9f0ed19cd191a35,ثبط|noun,ثَبَّطَ,ثبط,noun,vbT|ثبط,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""9:46:11""}",2026-01-31 13:11:22,
75e4d77c72fcc339e0ad73969875b304e1d9deceea859cfba7d9a19f030bfe6d,حلل|noun,حَلَلْ,حلل,noun,Hll|حلل,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""20:27:1""}",2026-01-31 13:11:22,
d5c63d0c00d2d8c0859f62fa5f5595a894502beaac35f50b16facfe6da49ffb0,تستتر|noun,تَسْتَتِرُ,تستتر,noun,str|ستر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""41:22:3""}",2026-01-31 13:11:22,
9d8fea783328fd2d8798c8ec6686d78955fb37491f7b08009d703522062e9b8c,سفه|noun,سَفِهَ,سفه,noun,sfh|سفه,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""2:130:8""}",2026-01-31 13:11:22,
ec2d3af353ec43a6abbf0b78b4d184d501d8553b1cb40e6194f7a58e24993755,صلب|noun,صَلَبُ,صلب,noun,Slb|صلب,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""12:41:10""}",2026-01-31 13:11:22,
6840595df550e1a668453aac973f1f86421551ff8372caae77aac044f4db1521,اعتل|noun,اعْتِلُ,اعتل,noun,Etl|عتل,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""44:47:2""}",2026-01-31 13:11:22,
f738e0d48ffff68bdb33889406c353b4c138498ecdb0b93cffb71b847eca9222,عن|noun,عَن,عن,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""78:2:1""}",2026-01-31 13:11:22,
5333f7a458bd20ee97855ec0f2d560f08daa52f7c021fcab4d6037ff995fa7fa,ينقض|noun,يَنقَضَّ,ينقض,noun,qDD|قضض,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""18:77:17""}",2026-01-31 13:11:22,
958e0ea462813db014796c236875778be4c6dbf7734e3cf88c54ccbcd062ab96,الهم|noun,أَلْهَمَ,الهم,noun,lhm|لهم,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""91:8:1""}",2026-01-31 13:11:22,
9772512283d5ed5c5e50e8f9f37aec43fb8b83e3dfc3b05af11d199373873215,يتر|noun,يَتِرَ,يتر,noun,wtr|وتر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""47:35:11""}",2026-01-31 13:11:22,
e2ea4312b2831df2e4cf842c98d8aff64d69ca8bc4c8e06161d8a1b145707cc1,اذا|noun,إِذًا,اذا,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""4:67:1""}",2026-01-31 13:11:22,
8b753d5fb808aff26f3ff336194b40b9fcd2347b9b9a5fb0b57c175e3a836215,اسر|noun,أَسْر,اسر,noun,Asr|اسر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""76:28:4""}",2026-01-31 13:11:22,
86f5f548781cd6f098a91585192e4a87b025e2ed0d0baad32d8ff2ba40be826d,فرعون|noun,فِرْعَوْن,فرعون,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""85:18:1""}",2026-01-31 13:11:22,
fd18236d322a5f2fbb6ac4d9b1ee6d18757b604077e00399e80203bf992cb4eb,حور|noun,حُور,حور,noun,Hwr|حور,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""56:22:1""}",2026-01-31 13:11:22,
5ac6b8f92e81f36c2e1630b7ded554f9952a88d0221f705b8d758f875d08ad48,هرب|noun,هَرَب,هرب,noun,hrb|هرب,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""72:12:11""}",2026-01-31 13:11:22,
f2bd8e87f4e25d9a9c07552a500c2ce615b878bb08e5087d269dbc224e95dda4,اسفر|noun,أَسْفَرَ,اسفر,noun,sfr|سفر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""74:34:3""}",2026-01-31 13:11:22,
fb5037b54d8bc969fc1f468baaf3387acf781e6ae92664fe8985c1881ff11031,علي|noun,عَلَىٰ,علي,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""56:15:1""}",2026-01-31 13:11:22,
8059214eef4a0a9c3fa204b1ecbd79d562b83bad8659fb037671fd808403aad0,اما|noun,إِمَّا,اما,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""43:41:1""}",2026-01-31 13:11:22,
383359c48abd608e3314f3775f99c702b428eeec8cd094e166d0b165dccae295,فرات|noun,فُرَات,فرات,noun,frt|فرت,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""35:12:6""}",2026-01-31 13:11:22,
6bda6447d2d27ff3227a398938ab2a5e728da293d936cc7f45af1753a521b3dd,سريع|noun,سَرِيع,سريع,noun,srE|سرع,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""2:202:7""}",2026-01-31 13:11:22,
1adc2a688d7d9c812380fcc366fd85c919589c10c15ad1e3678fe346d6254cd1,حتي|noun,حَتَّىٰ,حتي,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""18:90:1""}",2026-01-31 13:11:22,
93bed07cff8504e536b83200532ab940ecdf5ebeb680b88022b19111dfd3e453,سر|noun,سِرّ,سر,noun,srr|سرر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""25:6:5""}",2026-01-31 13:11:22,
47758bdbecdd6bb3f65c411e59f19a0d9df7b74d9ba4da3b9344ff547e02a3f2,خمسين|noun,خَمْسِين,خمسين,noun,xms|خمس,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""70:4:9""}",2026-01-31 13:11:22,
e1a6041794de712a13e7fc6f4e1e5c3b32fa2abf79277bc6682f8a22fd8125eb,ذالك|noun,ذَٰلِك,ذالك,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""65:5:1""}",2026-01-31 13:11:22,
5b293678bae94d7d34d888503d065193c5c6c1762cbfe3374a5ab1092408755b,عده|noun,عِدَّة,عده,noun,Edd|عدد,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""9:36:2""}",2026-01-31 13:11:22,
b618873d9cf79739c4c57114257798d1e582b4b29c0476972a4bd0e7e7bb8cdb,ابيضت|noun,ابْيَضَّتْ,ابيضت,noun,byD|بيض,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""3:106:2""}",2026-01-31 13:11:22,
8070d73d517e9e6531d6822842c12f5597656a91dd46e5de64926ecc28cca3f3,ظلل|noun,ظَلَّلْ,ظلل,noun,Zll|ظلل,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""2:57:1""}",2026-01-31 13:11:22,
a4be96a0da6031b812e2991a29d4f9f1a428c14cb37542d56afe7623357a89f3,عد|noun,عَدَّ,عد,noun,Edd|عدد,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""16:18:2""}",2026-01-31 13:11:22,
846af99ac8d4d3d1545237a355efee80c6c0db13f85bbd2c631f456edbd781de,استنصر|noun,اسْتَنصَرَ,استنصر,noun,nSr|نصر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""28:18:8""}",2026-01-31 13:11:22,
861aefad3cfe5bbf1047db1d28edda7522b8c1d475c7a055baba2159e9b3fb6a,هضم|noun,هَضْم,هضم,noun,hDm|هضم,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""20:112:11""}",2026-01-31 13:11:22,
6e6509e45f368f1a4a796d571ff214c40a4a6d62f92274e11d2f26d7ffc29d55,هضيم|noun,هَضِيم,هضيم,noun,hDm|هضم,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""26:148:4""}",2026-01-31 13:11:22,
25f07dc1e1047ab0db05ed00d63e098632bfd970c657b8ee3211381954eb48b8,بكه|noun,بَكَّة,بكه,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""3:96:7""}",2026-01-31 13:11:22,
2ce89478f4a953619904d455681218e7875bd7b0cfbb076b95010f0b7c854a00,يقطين|noun,يَقْطِين,يقطين,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""37:146:5""}",2026-01-31 13:11:22,
db7a61aee929b5f58e9eed5bf41275fce6409ceaef0b95dd92adb2a65dd4c744,اصنام|noun,أَصْنَام,اصنام,noun,Snm|صنم,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""21:57:3""}",2026-01-31 13:11:22,
6678a881c1d56f59675fa34c5c9fd85f0d695d61be2e4d08539089efa231d3de,ظاهره|noun,ظَٰهِرَة,ظاهره,noun,Zhr|ظهر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""34:18:9""}",2026-01-31 13:11:22,
20df3fe3f7385ffc89312965c856c164630daeb1ac84e103290f6069167fb191,ذانك|noun,ذَٰنِك,ذانك,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""28:32:15""}",2026-01-31 13:11:22,
805c74c043c388d82a1f00ecc57b7e3238b7d95dffdfd7fcecb2614d6b66a173,طرف|noun,طَرَف,طرف,noun,Trf|طرف,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""3:127:2""}",2026-01-31 13:11:22,
9f2b1a775dd4755e375ef127d12408059b4176bff6d01fe4856d0734bf9fc96b,ازلام|noun,أَزْلَٰم,ازلام,noun,zlm|زلم,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""5:90:8""}",2026-01-31 13:11:22,
2f03266893f56e015f1c02689bf28be729b48856e1bbd6025275bb5b082085da,اراد|noun,أَرَادَ,اراد,noun,rwd|رود,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""61:8:1""}",2026-01-31 13:11:22,
8a08378be3c7c99cda41efe4f69b60392fb2f01e00b59d48faba4a56ca182815,انحر|noun,انْحَرْ,انحر,noun,nHr|نحر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""108:2:3""}",2026-01-31 13:11:22,
4a0ccdd29ccf9751150ec138bdff6676e62a01ee140b3df5d555f965f2dc2786,قتر|noun,قَتَر,قتر,noun,qtr|قتر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""10:26:8""}",2026-01-31 13:11:22,
3268b62cd640b4518742753ebf9bcb3bb2c772f58143d7e2adcb1d38f04daea8,تحاض|noun,تَحَٰٓضُّ,تحاض,noun,HDD|حضض,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""89:18:2""}",2026-01-31 13:11:22,
2d0f5130a026913069fa28ccf64c2ca741bb1c02944308248ef4e0a911f17e67,صعد|noun,صَعَد,صعد,noun,SEd|صعد,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""72:17:10""}",2026-01-31 13:11:22,
a1bd98f960e9d2b39ae80190b430141100b3be7b32316eb8ac02aabd7d4993d6,محال|noun,مِحَال,محال,noun,mHl|محل,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""13:13:19""}",2026-01-31 13:11:22,
03410cd865fc5cfa593f1c4fb15ef9c62c1841aaa7011ff9168e8509969c442d,قنوط|noun,قَنُوط,قنوط,noun,qnT|قنط,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""41:49:11""}",2026-01-31 13:11:22,
bed148798cd7ca393e61bae4aa2f40259c95ce98238b64f39c4b478c657b7c09,هامده|noun,هَامِدَة,هامده,noun,hmd|همد,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""22:5:58""}",2026-01-31 13:11:22,
ff06ecb04c919c5f45fe30aec4aa06e1b88eaba2e4845738013dbb1586d6a255,ظليل|noun,ظَلِيل,ظليل,noun,Zll|ظلل,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""77:31:2""}",2026-01-31 13:11:22,
235c81dc44993e225f22eafc7009a4ecb30e56dc1e060aa5fc80f8e314e06bb1,سور|noun,سُور,سور,noun,swr|سور,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""57:13:18""}",2026-01-31 13:11:22,
800825c0bbca15ec3e04bbd99371bbcfa3fe7f87e192dd2e720f1e68774730a7,ستر|noun,سِتْر,ستر,noun,str|ستر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""18:90:15""}",2026-01-31 13:11:22,
0925e1b86b2b58110850c74c4e0cff4c21ca8af9f50431e8e5490603fc250f17,طور|noun,طُور,طور,noun,Twr|طور,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""52:1:1""}",2026-01-31 13:11:22,
91b17080c4a302b0a66e7a4d859093817ad37cc86b9fa58177a2e325dd0a28dd,محيط|noun,مُحِيط,محيط,noun,HwT|حوط,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""85:20:4""}",2026-01-31 13:11:22,
c76775e6be92747db004880680c867b5815e7813096dd442b0c85ef21281ec93,بسر|noun,بَسَرَ,بسر,noun,bsr|بسر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""74:22:3""}",2026-01-31 13:11:22,
bec81777f727ecac8ab909958cbe1d1f9da4c0cd6591d45f74138b2129d3f927,سراء|noun,سَّرَّآء,سراء,noun,srr|سرر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""3:134:4""}",2026-01-31 13:11:22,
4e6e04fcf65add61c994a79cb60a87e837400cee8ddd2dcf57771114b8e6d328,ماذا|noun,مَاذَا,ماذا,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""4:39:1""}",2026-01-31 13:11:22,
274ddf0f4f9165493c1cd1c3d9ec1fe4e5ceca8846ce8281adeda057ae968bc2,يثرب|noun,يَثْرِب,يثرب,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""33:13:6""}",2026-01-31 13:11:22,
8176d6b543a07426c1b65ba1da82d99af021db7292a4b58cac2ee23583c882e5,معصيت|noun,مَعْصِيَت,معصيت,noun,ESy|عصي,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""58:9:10""}",2026-01-31 13:11:22,
d7795e3ce984ef74fa89cd953c9dff604dc8c38d5f67c899200dc56079cec745,تحاور|noun,تَحَاوُر,تحاور,noun,Hwr|حور,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""58:1:14""}",2026-01-31 13:11:22,
2134f04283e5a225745af4daf3864b29a62ada507afa844e30bfccdac627d40c,ظل|noun,ظَلَّ,ظل,noun,Zll|ظلل,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""26:71:4""}",2026-01-31 13:11:22,
f935d8dead4d3b42ba078d309c1ce754d5cb9835825d323245a4229ada4934b0,ثمود|noun,ثَمُود,ثمود,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""89:9:1""}",2026-01-31 13:11:22,
d09d157f1d9b859c38b46aa248c7d020f13023747d66f3afada9f54502f368de,تحله|noun,تَحِلَّة,تحله,noun,Hll|حلل,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""66:2:5""}",2026-01-31 13:11:22,
4c62285191753ec556c631cfc2906626e8095216ed120db672cfc2c7f6c34644,سرور|noun,سُرُور,سرور,noun,srr|سرر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""76:11:8""}",2026-01-31 13:11:22,
70b29882e36c3fb7cbd2f8a820ab3f60057d5543c93c465ede2bf4ceccf25c8f,ميكيل|noun,مِيكَىٰل,ميكيل,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""2:98:8""}",2026-01-31 13:11:22,
c647af0d4a82579965b001388b48987886541c83252a14a22de15dd3505f4cab,سحر|noun,سَحَر,سحر,noun,sHr|سحر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""51:18:1""}",2026-01-31 13:11:22,
49cafa88aa3e590c33f74ef7136b24a5e40953bf1ae4aad439b4fa2e0ec0e9f8,متتابعين|noun,مُتَتَابِعَيْن,متتابعين,noun,tbE|تبع,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""58:4:6""}",2026-01-31 13:11:22,
4ba366fb985a4f06b10ec7955311d31db220e8c72661dbeb56440058c22e74fd,ذا|noun,ذَا,ذا,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""21:87:1""}",2026-01-31 13:11:22,
afbe4e9c566250ee764b53274a190322eebb834d0eaf6b8a8b05be76f30099f3,حديد|noun,حَدِيد,حديد,noun,Hdd|حدد,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""18:96:3""}",2026-01-31 13:11:22,
48ec059aed49140a575bda6d5186731c54c40f065f487303436aac6dd2858143,لعل|noun,لَّعَلّ,لعل,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""23:100:1""}",2026-01-31 13:11:22,
fe131cf21ceba7aed33b852de5e50cf23060670b39974c87bff85f1763dca660,صايمين|noun,صَّٰٓئِمِين,صايمين,noun,Swm|صوم,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""33:35:16""}",2026-01-31 13:11:22,
fdbbbd11e8d6b55ae8fbd1ea0982b8731ac82b61d61089c360fb3873a5f4dc1f,ماروت|noun,مَٰرُوت,ماروت,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""2:102:23""}",2026-01-31 13:11:22,
bcddd48b5c2bf0c9a6ccf58c6df57b70b0ecd743d128d9406e9902a67458d60a,نسف|noun,نَسْف,نسف,noun,nsf|نسف,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""20:105:7""}",2026-01-31 13:11:22,
10f95c7b18fee3e8b93de7f675b629622d5c1aa90fc4ca055ce2372b06f1891c,وصيله|noun,وَصِيلَة,وصيله,noun,wSl|وصل,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""5:103:9""}",2026-01-31 13:11:22,
880c1e7242179e91aaf342b8b8d73c242af749adefe7987294cd53c1a792e622,مريد|noun,مَّرِيد,مريد,noun,mrd|مرد,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""4:117:11""}",2026-01-31 13:11:22,
b43c96352485b2d67b45fb29ab3e167d526538e4caa64faf45aa95568dc8be76,اوحي|noun,أَوْحَىٰٓ,اوحي,noun,wHy|وحي,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""7:117:1""}",2026-01-31 13:11:22,
19396dd1ef2b2b4a6244fb4306bc005f3fa2531c0095360a36c329a96973d11a,يوفض|noun,يُوفِضُ,يوفض,noun,wfD|وفض,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""70:43:9""}",2026-01-31 13:11:22,
d5c3d94b4fb74f6add5c9d3cc075460d0dcc7ff786b8dd3924e2a9ea7f3bb92d,ان|noun,أَن,ان,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""26:17:1""}",2026-01-31 13:11:22,
f6093a4e2f8e8dc51cca8e6abb95d6c3f2148f69665d650da25a0ac313bfb119,جهنم|noun,جَهَنَّم,جهنم,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""14:29:1""}",2026-01-31 13:11:22,
afb0b388f02380ea61f90e4416bcbab45c159ac7a4ae1822072e09677a5dac05,مبعدون|noun,مُبْعَدُون,مبعدون,noun,bEd|بعد,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""21:101:9""}",2026-01-31 13:11:22,
c4bb3e99e41f0934a15ef8b1bb8d39cf91ade8a23dac2a7fd57f7b8c38d81330,هل|noun,هَل,هل,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""51:24:1""}",2026-01-31 13:11:22,
a21e32b47e032e2c11f2da74d6fdaa0f264c8a7e6edd379d4ef4f715469abfb5,فظ|noun,فَظّ,فظ,noun,fZZ|فظظ,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""3:159:9""}",2026-01-31 13:11:22,
d03b605aba2e085269261b1c4cb2b9d66a3cd2c20f2d5f8e9596753ddc359c52,صعود|noun,صَعُود,صعود,noun,SEd|صعد,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""74:17:2""}",2026-01-31 13:11:22,
f6d0f23fbd6df2dce03efa0f3caac666d5252c82275a3a714a1c0c290564fe49,اي|noun,إِى,اي,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""10:53:5""}",2026-01-31 13:11:22,
cb1bb0afb5cb6a43ec9296cc1fefbeda350facace9e540bf963c9ad5fa760a2a,شطط|noun,شَطَط,شطط,noun,$TT|شطط,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""72:4:7""}",2026-01-31 13:11:22,
2fdf550af68dbb8b3639e9e7883bdfd230b6f4542535bf0cfb339c470fc58056,ظله|noun,ظُلَّة,ظله,noun,Zll|ظلل,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""31:32:4""}",2026-01-31 13:11:22,
5ac683d1748050b85f4e2690b746d401d50bac95c5938cfc396010f08f50c37f,رحبت|noun,رَحُبَتْ,رحبت,noun,rHb|رحب,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""9:118:11""}",2026-01-31 13:11:22,
29c5d16447a242cedc2b18ba84844fdedf7f1c5a2c112ca2416cc07a5380339e,سرح|noun,سَرِّحُ,سرح,noun,srH|سرح,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""2:231:9""}",2026-01-31 13:11:22,
7f987e8947a3f2bbdf0160695aa4d5c9038af97706efc3dd305f97fca1331940,لقمان|noun,لُقْمَٰن,لقمان,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""31:13:3""}",2026-01-31 13:11:22,
591986d317d0cf85504c50f7479cd961c725109b65f7c57827718d0a524d196f,خمس|noun,خُمُس,خمس,noun,xms|خمس,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""8:41:8""}",2026-01-31 13:11:22,
27cbf581db5fb60cab0bf482827e61b0406db6ca2f20b29924df071b2c7d5bd4,سيناء|noun,سَيْنَآء,سيناء,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""23:20:5""}",2026-01-31 13:11:22,
30c36d45b8957daaa4a35692bf61e01f2211ddd9460f9cfc11b237eb0e1e8b95,نصير|noun,نَصِير,نصير,noun,nSr|نصر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""61:14:5""}",2026-01-31 13:11:22,
c187ea08029f2e8790b91c75d4c42730d0eb3e5a5c5732929852afdd6cf0b098,ظاهر|noun,ظَٰهِر,ظاهر,noun,Zhr|ظهر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""6:120:2""}",2026-01-31 13:11:22,
b314f95e2ff1c87d0913bf109120609a1749de4fca06cd1b4d83a09754c6bea6,ادم|noun,آدَم,ادم,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""7:19:1""}",2026-01-31 13:11:22,
7f76171a08a3b05632e2cba649dbb741b8e061d6dab960aa1abe79539bdf631a,يونس|noun,يُونُس,يونس,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""37:139:2""}",2026-01-31 13:11:22,
54fe1c3b67c830dfad4f192ab09239790fd0e0f3214c31e094e9344224a36c4e,ياجوج|noun,يَأْجُوج,ياجوج,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""21:96:4""}",2026-01-31 13:11:22,
a2aba8bae0a37e24c89f5eab12cd3a0085ce5feca2df5a3d2890f60624957b9a,حظ|noun,حَظّ,حظ,noun,HZZ|حظظ,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""4:11:7""}",2026-01-31 13:11:22,
7d9d91aa48e65cd6de5e1c3877ea426c1add63cb6854e7cb9512d91535e58570,صيحب|noun,صَىٰحِب,صيحب,noun,SHb|صحب,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""12:41:1""}",2026-01-31 13:11:22,
d10f98d1daac84bf067f7f800d2ebd3749a020df82278cd8d462fd1e744cd2d8,تلكم|noun,تِلْكُم,تلكم,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""7:22:20""}",2026-01-31 13:11:22,
25c32134723102b71aa417d5157583f28a9a8a3af6a6af9198835d49849d55c4,محل|noun,مَحِلّ,محل,noun,Hll|حلل,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""22:33:8""}",2026-01-31 13:11:22,
fb9da9785513141d59be9db8a68423e98ea5b1aa33c55e5c48274b39920c7e71,مخضود|noun,مَّخْضُود,مخضود,noun,xDd|خضد,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""56:28:3""}",2026-01-31 13:11:22,
48ee9015b6cf1444e2940108693d476bec9cb3139611e1fcde9e98dc10c5e0bd,سار|noun,سَارَ,سار,noun,syr|سير,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""52:10:1""}",2026-01-31 13:11:22,
5786c6a1900fb201a356343dadaee230385002935e7ec30b7c2d1556b7f1c7c5,سراح|noun,سَرَاح,سراح,noun,srH|سرح,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""33:28:14""}",2026-01-31 13:11:22,
e5fcade304e2cb486639448b491526011e1cdef662d94bfa3d3759e4dfc38d60,محسور|noun,مَّحْسُور,محسور,noun,Hsr|حسر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""17:29:13""}",2026-01-31 13:11:22,
39c74a7a282063730f69f649f739b3bd37531bfe30972825ea7df68688bf9ade,احل|noun,أَحَلَّ,احل,noun,Hll|حلل,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""2:187:1""}",2026-01-31 13:11:22,
43008852fbc5439095d197e2d695b6dd5c7cdfff7886e20cc45ad0f34a9f6060,الا|noun,أَلَآ,الا,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""10:62:1""}",2026-01-31 13:11:22,
019d79c0a1b44e7894d64114193ef2f76f8d568d84fee605698f7da10caf0dfd,اتبع|noun,اتَّبَعَ,اتبع,noun,tbE|تبع,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""10:109:1""}",2026-01-31 13:11:22,
06c3151737bff4462f22de85d9783b4f8e5753fc997aa45e096815433d43c775,يسبح|noun,يَسْبَحُ,يسبح,noun,sbH|سبح,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""21:33:11""}",2026-01-31 13:11:22,
280b4fe13a666484de7fd4c3bcfd5bcdd10e3b82edd4d94d9b78d176cb980741,سخر|noun,سَخَّرَ,سخر,noun,sxr|سخر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""45:13:1""}",2026-01-31 13:11:22,
be3b6285e1cf3e52f4c99145e1ac60fd1d2a720a8fdc4ce9bc4454b263876fe0,يصعد|noun,يَصَّعَّدُ,يصعد,noun,SEd|صعد,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""6:125:18""}",2026-01-31 13:11:22,
139208779f9975124db7fba4c6d5789262cfde336baf30548170380801f05439,اظفر|noun,أَظْفَرَ,اظفر,noun,Zfr|ظفر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""48:24:13""}",2026-01-31 13:11:22,
d985d85137baf903fb1210d899ea87e2b25cac5be27fc3d384bf07dc1ba5b8c4,نوح|noun,نُوح,نوح,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""21:76:1""}",2026-01-31 13:11:22,
f1ce58fee8eaa9d70af310b9640fdf50564941e422fa43cf6e85bf97c39d412a,ساعه|noun,سَاعَة,ساعه,noun,swE|سوع,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""54:1:2""}",2026-01-31 13:11:22,
6dd381b0216746844baddd4b18adced33dbc2dece54047a019eb5d11a7e03f35,عزير|noun,عُزَيْر,عزير,noun,,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""9:30:3""}",2026-01-31 13:11:22,
36d8227601d6e630d5c6167782331c66357305fc93b7133060555453cc3a6c19,تحصن|noun,تَحَصُّن,تحصن,noun,HSn|حصن,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""24:33:35""}",2026-01-31 13:11:22,
cbb046e02e80d11712e593b9a33caaee60f85d133aa9b5bde9c211bebfc2273f,سراير|noun,سَّرَآئِر,سراير,noun,srr|سرر,,,"{""source"": ""qul_word_lemma"", ""word_location"": ""86:9:3""}",2026-01-31 13:11:22,
