id,topic,topic_ur,word_ar,word_en,root,root_ar,ref_surah,ref_ayah,ref
b77,Lacking good fortune,بےنصیب,شَقِي,Shaqee,,,,,
b78,"Without want, Completely Independent",بےنیاز,غَنِي,Ghanee,,,,,
b78,"Without want, Completely Independent",بےنیاز,صَمَد,Samad,,,,,
b79,Nonsense and frivolous talk,بےہودہ کلام,لَغُو-لَاغِيَة,Laghw-Laaghiyah,,,,,
b79,Nonsense and frivolous talk,بےہودہ کلام,هَزْل,Hazl,,,,,
b79,Nonsense and frivolous talk,بےہودہ کلام,نَزَف,Nazaf,,,,,
b80,To be unconscious,بےہوش ہونا,صَعِقَ,Sa’eqa,,,,,
b80,To be unconscious,بےہوش ہونا,سَكَرَ,Sakara,,,,,
b80,To be unconscious,بےہوش ہونا,غَمَرَ,Ghamara,,,,,
b80,To be unconscious,بےہوش ہونا,صَرَعَ,Sara’aa,,,,,
b80,To be unconscious,بےہوش ہونا,غَشِيَ,Ghashiya,,,,,
p1,"Near, close",پاس,عِنْدَ,In’d,,,16,96,16:96
p1,"Near, close",پاس,عِنْدَ,In’d,,,3,165,3:165
p1,"Near, close",پاس,عِنْدَ,In’d,,,12,25,12:25
p1,"Near, close",پاس,عِنْدَ,In’d,,,4,67,4:67
p1,"Near, close",پاس,عِنْدَ,In’d,,,28,23,28:23
p1,"Near, close",پاس,عِنْدَ,In’d,,,10,15,10:15
p1,"Near, close",پاس,عِنْدَ,In’d,,,2,17,2:17
p1,"Near, close",پاس,لَدِىَ-لَدُن,Ladaa-Ladun,,,16,96,16:96
p1,"Near, close",پاس,لَدِىَ-لَدُن,Ladaa-Ladun,,,3,165,3:165
p1,"Near, close",پاس,لَدِىَ-لَدُن,Ladaa-Ladun,,,12,25,12:25
p1,"Near, close",پاس,لَدِىَ-لَدُن,Ladaa-Ladun,,,4,67,4:67
p1,"Near, close",پاس,لَدِىَ-لَدُن,Ladaa-Ladun,,,28,23,28:23
p1,"Near, close",پاس,لَدِىَ-لَدُن,Ladaa-Ladun,,,10,15,10:15
p1,"Near, close",پاس,لَدِىَ-لَدُن,Ladaa-Ladun,,,2,17,2:17
p1,"Near, close",پاس,حَوْل,Hawl,,,16,96,16:96
p1,"Near, close",پاس,حَوْل,Hawl,,,3,165,3:165
p1,"Near, close",پاس,حَوْل,Hawl,,,12,25,12:25
p1,"Near, close",پاس,حَوْل,Hawl,,,4,67,4:67
p1,"Near, close",پاس,حَوْل,Hawl,,,28,23,28:23
p1,"Near, close",پاس,حَوْل,Hawl,,,10,15,10:15
p1,"Near, close",پاس,حَوْل,Hawl,,,2,17,2:17
p1,"Near, close",پاس,تِلْقَاء,Til’qaa’a,,,16,96,16:96
p1,"Near, close",پاس,تِلْقَاء,Til’qaa’a,,,3,165,3:165
p1,"Near, close",پاس,تِلْقَاء,Til’qaa’a,,,12,25,12:25
p1,"Near, close",پاس,تِلْقَاء,Til’qaa’a,,,4,67,4:67
p1,"Near, close",پاس,تِلْقَاء,Til’qaa’a,,,28,23,28:23
p1,"Near, close",پاس,تِلْقَاء,Til’qaa’a,,,10,15,10:15
p1,"Near, close",پاس,تِلْقَاء,Til’qaa’a,,,2,17,2:17
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,21,33,21:33
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,79,3,79:3
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,73,7,73:7
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,2,116,2:116
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,61,1,61:1
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,17,1,17:1
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,16,102,16:102
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,5,21,5:21
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,62,1,62:1
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,53,32,53:32
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,91,9,91:9
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,18,74,18:74
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,76,21,76:21
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,2,222,2:222
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,74,4,74:4
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,33,33,33:33
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,4,3,4:3
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,2,172,2:172
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,2,30,2:30
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,12,31,12:31
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,12,51,12:51
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,48,11,48:11
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,9,69,9:69
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,6,68,6:68
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,2,199,2:199
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,10,61,10:61
p2,Pure,پاک [ستھرا],سُبْحَان,Sub’haan,,,36,40,36:40
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,21,33,21:33
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,79,3,79:3
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,73,7,73:7
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,2,116,2:116
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,61,1,61:1
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,17,1,17:1
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,16,102,16:102
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,5,21,5:21
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,62,1,62:1
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,53,32,53:32
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,91,9,91:9
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,18,74,18:74
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,76,21,76:21
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,2,222,2:222
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,74,4,74:4
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,33,33,33:33
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,4,3,4:3
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,2,172,2:172
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,2,30,2:30
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,12,31,12:31
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,12,51,12:51
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,48,11,48:11
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,9,69,9:69
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,6,68,6:68
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,2,199,2:199
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,10,61,10:61
p2,Pure,پاک [ستھرا],قُدُّوسْ,Qud’doos,,,36,40,36:40
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,21,33,21:33
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,79,3,79:3
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,73,7,73:7
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,2,116,2:116
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,61,1,61:1
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,17,1,17:1
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,16,102,16:102
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,5,21,5:21
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,62,1,62:1
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,53,32,53:32
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,91,9,91:9
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,18,74,18:74
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,76,21,76:21
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,2,222,2:222
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,74,4,74:4
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,33,33,33:33
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,4,3,4:3
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,2,172,2:172
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,2,30,2:30
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,12,31,12:31
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,12,51,12:51
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,48,11,48:11
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,9,69,9:69
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,6,68,6:68
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,2,199,2:199
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,10,61,10:61
p2,Pure,پاک [ستھرا],زَكِيَّة,Zakeeyah,,,36,40,36:40
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,21,33,21:33
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,79,3,79:3
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,73,7,73:7
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,2,116,2:116
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,61,1,61:1
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,17,1,17:1
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,16,102,16:102
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,5,21,5:21
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,62,1,62:1
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,53,32,53:32
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,91,9,91:9
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,18,74,18:74
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,76,21,76:21
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,2,222,2:222
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,74,4,74:4
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,33,33,33:33
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,4,3,4:3
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,2,172,2:172
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,2,30,2:30
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,12,31,12:31
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,12,51,12:51
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,48,11,48:11
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,9,69,9:69
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,6,68,6:68
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,2,199,2:199
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,10,61,10:61
p2,Pure,پاک [ستھرا],طَهُور,Tahoor,,,36,40,36:40
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,21,33,21:33
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,79,3,79:3
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,73,7,73:7
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,2,116,2:116
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,61,1,61:1
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,17,1,17:1
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,16,102,16:102
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,5,21,5:21
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,62,1,62:1
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,53,32,53:32
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,91,9,91:9
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,18,74,18:74
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,76,21,76:21
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,2,222,2:222
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,74,4,74:4
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,33,33,33:33
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,4,3,4:3
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,2,172,2:172
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,2,30,2:30
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,12,31,12:31
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,12,51,12:51
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,48,11,48:11
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,9,69,9:69
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,6,68,6:68
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,2,199,2:199
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,10,61,10:61
p2,Pure,پاک [ستھرا],طَيِّب,Tayyib,,,36,40,36:40
p3,"To purify, cleanse",پاک کرنا,مَحَّصَ,Mah’hassa,,,3,141,3:141
p3,"To purify, cleanse",پاک کرنا,مَحَّصَ,Mah’hassa,,,91,9,91:9
p3,"To purify, cleanse",پاک کرنا,مَحَّصَ,Mah’hassa,,,74,4,74:4
p3,"To purify, cleanse",پاک کرنا,مَحَّصَ,Mah’hassa,,,33,33,33:33
p3,"To purify, cleanse",پاک کرنا,مَحَّصَ,Mah’hassa,,,47,15,47:15
p3,"To purify, cleanse",پاک کرنا,مَحَّصَ,Mah’hassa,,,33,69,33:69
p3,"To purify, cleanse",پاک کرنا,زَكَّى,Zak’kaa,,,3,141,3:141
p3,"To purify, cleanse",پاک کرنا,زَكَّى,Zak’kaa,,,91,9,91:9
p3,"To purify, cleanse",پاک کرنا,زَكَّى,Zak’kaa,,,74,4,74:4
p3,"To purify, cleanse",پاک کرنا,زَكَّى,Zak’kaa,,,33,33,33:33
p3,"To purify, cleanse",پاک کرنا,زَكَّى,Zak’kaa,,,47,15,47:15
p3,"To purify, cleanse",پاک کرنا,زَكَّى,Zak’kaa,,,33,69,33:69
p3,"To purify, cleanse",پاک کرنا,طَهَّرَ,Tah’hara,,,3,141,3:141
p3,"To purify, cleanse",پاک کرنا,طَهَّرَ,Tah’hara,,,91,9,91:9
p3,"To purify, cleanse",پاک کرنا,طَهَّرَ,Tah’hara,,,74,4,74:4
p3,"To purify, cleanse",پاک کرنا,طَهَّرَ,Tah’hara,,,33,33,33:33
p3,"To purify, cleanse",پاک کرنا,طَهَّرَ,Tah’hara,,,47,15,47:15
p3,"To purify, cleanse",پاک کرنا,طَهَّرَ,Tah’hara,,,33,69,33:69
p3,"To purify, cleanse",پاک کرنا,صَفَا,Safaa,,,3,141,3:141
p3,"To purify, cleanse",پاک کرنا,صَفَا,Safaa,,,91,9,91:9
p3,"To purify, cleanse",پاک کرنا,صَفَا,Safaa,,,74,4,74:4
p3,"To purify, cleanse",پاک کرنا,صَفَا,Safaa,,,33,33,33:33
p3,"To purify, cleanse",پاک کرنا,صَفَا,Safaa,,,47,15,47:15
p3,"To purify, cleanse",پاک کرنا,صَفَا,Safaa,,,33,69,33:69
p3,"To purify, cleanse",پاک کرنا,بَرَّأَ,Barra’aa,,,3,141,3:141
p3,"To purify, cleanse",پاک کرنا,بَرَّأَ,Barra’aa,,,91,9,91:9
p3,"To purify, cleanse",پاک کرنا,بَرَّأَ,Barra’aa,,,74,4,74:4
p3,"To purify, cleanse",پاک کرنا,بَرَّأَ,Barra’aa,,,33,33,33:33
p3,"To purify, cleanse",پاک کرنا,بَرَّأَ,Barra’aa,,,47,15,47:15
p3,"To purify, cleanse",پاک کرنا,بَرَّأَ,Barra’aa,,,33,69,33:69
p4,To obtain,پانا,وَجَدَ,Wajada,,,3,37,3:37
p4,To obtain,پانا,وَجَدَ,Wajada,,,2,191,2:191
p4,To obtain,پانا,وَجَدَ,Wajada,,,4,89,4:89
p4,To obtain,پانا,وَجَدَ,Wajada,,,12,25,12:25
p4,To obtain,پانا,وَجَدَ,Wajada,,,2,170,2:170
p4,To obtain,پانا,وَجَدَ,Wajada,,,5,104,5:104
p4,To obtain,پانا,وَجَدَ,Wajada,,,4,145,4:145
p4,To obtain,پانا,وَجَدَ,Wajada,,,6,103,6:103
p4,To obtain,پانا,ثَقَفَ,Thaqafa,,,3,37,3:37
p4,To obtain,پانا,ثَقَفَ,Thaqafa,,,2,191,2:191
p4,To obtain,پانا,ثَقَفَ,Thaqafa,,,4,89,4:89
p4,To obtain,پانا,ثَقَفَ,Thaqafa,,,12,25,12:25
p4,To obtain,پانا,ثَقَفَ,Thaqafa,,,2,170,2:170
p4,To obtain,پانا,ثَقَفَ,Thaqafa,,,5,104,5:104
p4,To obtain,پانا,ثَقَفَ,Thaqafa,,,4,145,4:145
p4,To obtain,پانا,ثَقَفَ,Thaqafa,,,6,103,6:103
p4,To obtain,پانا,أَلْفَى,Al’faa,,,3,37,3:37
p4,To obtain,پانا,أَلْفَى,Al’faa,,,2,191,2:191
p4,To obtain,پانا,أَلْفَى,Al’faa,,,4,89,4:89
p4,To obtain,پانا,أَلْفَى,Al’faa,,,12,25,12:25
p4,To obtain,پانا,أَلْفَى,Al’faa,,,2,170,2:170
p4,To obtain,پانا,أَلْفَى,Al’faa,,,5,104,5:104
p4,To obtain,پانا,أَلْفَى,Al’faa,,,4,145,4:145
p4,To obtain,پانا,أَلْفَى,Al’faa,,,6,103,6:103
p4,To obtain,پانا,أَدْرَكَ,Ad’raka,,,3,37,3:37
p4,To obtain,پانا,أَدْرَكَ,Ad’raka,,,2,191,2:191
p4,To obtain,پانا,أَدْرَكَ,Ad’raka,,,4,89,4:89
p4,To obtain,پانا,أَدْرَكَ,Ad’raka,,,12,25,12:25
p4,To obtain,پانا,أَدْرَكَ,Ad’raka,,,2,170,2:170
p4,To obtain,پانا,أَدْرَكَ,Ad’raka,,,5,104,5:104
p4,To obtain,پانا,أَدْرَكَ,Ad’raka,,,4,145,4:145
p4,To obtain,پانا,أَدْرَكَ,Ad’raka,,,6,103,6:103
p5,Water and its different types,پانی اور اسکی اقسام,مَاء,Maa’a,,,78,24,78:24
p5,Water and its different types,پانی اور اسکی اقسام,مَاء,Maa’a,,,38,56,38:56
p5,Water and its different types,پانی اور اسکی اقسام,مَاء,Maa’a,,,55,44,55:44
p5,Water and its different types,پانی اور اسکی اقسام,مَاء,Maa’a,,,88,4,88:4
p5,Water and its different types,پانی اور اسکی اقسام,مَاء,Maa’a,,,67,30,67:30
p5,Water and its different types,پانی اور اسکی اقسام,حَمِيم,Hameem,,,78,24,78:24
p5,Water and its different types,پانی اور اسکی اقسام,حَمِيم,Hameem,,,38,56,38:56
p5,Water and its different types,پانی اور اسکی اقسام,حَمِيم,Hameem,,,55,44,55:44
p5,Water and its different types,پانی اور اسکی اقسام,حَمِيم,Hameem,,,88,4,88:4
p5,Water and its different types,پانی اور اسکی اقسام,حَمِيم,Hameem,,,67,30,67:30
p5,Water and its different types,پانی اور اسکی اقسام,غَسَّاق,Ghas’saaq,,,78,24,78:24
p5,Water and its different types,پانی اور اسکی اقسام,غَسَّاق,Ghas’saaq,,,38,56,38:56
p5,Water and its different types,پانی اور اسکی اقسام,غَسَّاق,Ghas’saaq,,,55,44,55:44
p5,Water and its different types,پانی اور اسکی اقسام,غَسَّاق,Ghas’saaq,,,88,4,88:4
p5,Water and its different types,پانی اور اسکی اقسام,غَسَّاق,Ghas’saaq,,,67,30,67:30
p5,Water and its different types,پانی اور اسکی اقسام,آنٍ-آنِيَة,Aan-Aaaniyah,,,78,24,78:24
p5,Water and its different types,پانی اور اسکی اقسام,آنٍ-آنِيَة,Aan-Aaaniyah,,,38,56,38:56
p5,Water and its different types,پانی اور اسکی اقسام,آنٍ-آنِيَة,Aan-Aaaniyah,,,55,44,55:44
p5,Water and its different types,پانی اور اسکی اقسام,آنٍ-آنِيَة,Aan-Aaaniyah,,,88,4,88:4
p5,Water and its different types,پانی اور اسکی اقسام,آنٍ-آنِيَة,Aan-Aaaniyah,,,67,30,67:30
p5,Water and its different types,پانی اور اسکی اقسام,غَوْر,Ghawr,,,78,24,78:24
p5,Water and its different types,پانی اور اسکی اقسام,غَوْر,Ghawr,,,38,56,38:56
p5,Water and its different types,پانی اور اسکی اقسام,غَوْر,Ghawr,,,55,44,55:44
p5,Water and its different types,پانی اور اسکی اقسام,غَوْر,Ghawr,,,88,4,88:4
p5,Water and its different types,پانی اور اسکی اقسام,غَوْر,Ghawr,,,67,30,67:30
p5,Water and its different types,پانی اور اسکی اقسام,مَعِين,Maeen,,,78,24,78:24
p5,Water and its different types,پانی اور اسکی اقسام,مَعِين,Maeen,,,38,56,38:56
p5,Water and its different types,پانی اور اسکی اقسام,مَعِين,Maeen,,,55,44,55:44
p5,Water and its different types,پانی اور اسکی اقسام,مَعِين,Maeen,,,88,4,88:4
p5,Water and its different types,پانی اور اسکی اقسام,مَعِين,Maeen,,,67,30,67:30
p5,Water and its different types,پانی اور اسکی اقسام,عَذْب,Ath’b,,,78,24,78:24
p5,Water and its different types,پانی اور اسکی اقسام,عَذْب,Ath’b,,,38,56,38:56
p5,Water and its different types,پانی اور اسکی اقسام,عَذْب,Ath’b,,,55,44,55:44
p5,Water and its different types,پانی اور اسکی اقسام,عَذْب,Ath’b,,,88,4,88:4
p5,Water and its different types,پانی اور اسکی اقسام,عَذْب,Ath’b,,,67,30,67:30
p5,Water and its different types,پانی اور اسکی اقسام,فُرَات,Furaat,,,78,24,78:24
p5,Water and its different types,پانی اور اسکی اقسام,فُرَات,Furaat,,,38,56,38:56
p5,Water and its different types,پانی اور اسکی اقسام,فُرَات,Furaat,,,55,44,55:44
p5,Water and its different types,پانی اور اسکی اقسام,فُرَات,Furaat,,,88,4,88:4
p5,Water and its different types,پانی اور اسکی اقسام,فُرَات,Furaat,,,67,30,67:30
p5,Water and its different types,پانی اور اسکی اقسام,أُجَاجْ,O’jaaj,,,78,24,78:24
p5,Water and its different types,پانی اور اسکی اقسام,أُجَاجْ,O’jaaj,,,38,56,38:56
p5,Water and its different types,پانی اور اسکی اقسام,أُجَاجْ,O’jaaj,,,55,44,55:44
p5,Water and its different types,پانی اور اسکی اقسام,أُجَاجْ,O’jaaj,,,88,4,88:4
p5,Water and its different types,پانی اور اسکی اقسام,أُجَاجْ,O’jaaj,,,67,30,67:30
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَوْدِيَة,Awdiyah,,,13,19,13:19
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَوْدِيَة,Awdiyah,,,18,86,18:86
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَوْدِيَة,Awdiyah,,,76,6,76:6
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَوْدِيَة,Awdiyah,,,2,25,2:25
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَوْدِيَة,Awdiyah,,,19,24,19:24
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَوْدِيَة,Awdiyah,,,20,39,20:39
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَوْدِيَة,Awdiyah,,,28,11,28:11
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَوْدِيَة,Awdiyah,,,2,50,2:50
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَوْدِيَة,Awdiyah,,,55,19,55:19
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,عَيْن,Ayn,,,13,19,13:19
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,عَيْن,Ayn,,,18,86,18:86
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,عَيْن,Ayn,,,76,6,76:6
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,عَيْن,Ayn,,,2,25,2:25
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,عَيْن,Ayn,,,19,24,19:24
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,عَيْن,Ayn,,,20,39,20:39
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,عَيْن,Ayn,,,28,11,28:11
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,عَيْن,Ayn,,,2,50,2:50
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,عَيْن,Ayn,,,55,19,55:19
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَنْهَار,Anhaar,,,13,19,13:19
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَنْهَار,Anhaar,,,18,86,18:86
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَنْهَار,Anhaar,,,76,6,76:6
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَنْهَار,Anhaar,,,2,25,2:25
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَنْهَار,Anhaar,,,19,24,19:24
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَنْهَار,Anhaar,,,20,39,20:39
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَنْهَار,Anhaar,,,28,11,28:11
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَنْهَار,Anhaar,,,2,50,2:50
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,أَنْهَار,Anhaar,,,55,19,55:19
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,سَرِي,Sariee,,,13,19,13:19
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,سَرِي,Sariee,,,18,86,18:86
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,سَرِي,Sariee,,,76,6,76:6
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,سَرِي,Sariee,,,2,25,2:25
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,سَرِي,Sariee,,,19,24,19:24
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,سَرِي,Sariee,,,20,39,20:39
p6,Different types of natural flowing water,پانی کے رستے اور اسکے ذخیرے,سَرِي,Sariee,,,28,11,28:11
