topic_id,topic_en,topic_ur,words_ar_json,synonyms_json,roots_json,roots_ar_json,verses_json,search_keys_norm,created_at,updated_at
f10,"To corrupt, to create problems",فساد کرنا- ڈالنا,"[""أفسد"",""عثا"",""نزغ""]","[{""word_ar"":""أَفْسَدَ"",""word_en"":""Afsada"",""root"":null,""root_ar"":null},{""word_ar"":""عَثَا"",""word_en"":""Athaa"",""root"":null,""root_ar"":null},{""word_ar"":""نَزَغَ"",""word_en"":""Nazagha"",""root"":null,""root_ar"":null}]",[],[],"[""7:56"",""2:60"",""12:100""]",أفسد عثا نزغ,2026-02-12 06:00:33,
f13,To give honour,فضیلت دینا,"[""فضل"",""كرم""]","[{""word_ar"":""فَضَّلَ"",""word_en"":""Faddala"",""root"":null,""root_ar"":null},{""word_ar"":""كَرَّمَ"",""word_en"":""Karrama"",""root"":null,""root_ar"":null}]",[],[],"[""2:122"",""17:70""]",فضل كرم,2026-02-12 06:00:33,
f3,Sufficient,فراخی آسودگی,"[""ميسرة"",""طول"",""بسطة"",""سعة""]","[{""word_ar"":""مَيْسَرَة"",""word_en"":""Maysarah"",""root"":null,""root_ar"":null},{""word_ar"":""طَوْل"",""word_en"":""Tawl"",""root"":null,""root_ar"":null},{""word_ar"":""بَسْطَة"",""word_en"":""Bastah"",""root"":null,""root_ar"":null},{""word_ar"":""سَعَة"",""word_en"":""Sa’ah"",""root"":null,""root_ar"":null}]",[],[],"[""2:280"",""4:25"",""2:247"",""29:62"",""24:22""]",ميسرة طول بسطة سعة,2026-02-12 06:00:33,
f4,"To be broaden, to make space",فراخ ہونا – کرنا,"[""رحب"",""وسع"",""تفسح""]","[{""word_ar"":""رَحُبَ"",""word_en"":""Rahuba"",""root"":null,""root_ar"":null},{""word_ar"":""وَسِعَ"",""word_en"":""Wasiaa"",""root"":null,""root_ar"":null},{""word_ar"":""تَفَسَّحَ"",""word_en"":""Tafass’saha"",""root"":null,""root_ar"":null}]",[],[],"[""9:25"",""38:59"",""2:255"",""2:286"",""51:47""]",رحب وسع تفسح,2026-02-12 06:00:33,
f7,Group of people,فرقہ - گروہ,"[""فرقة"",""فريق"",""طائفة"",""زمر"",""شيعة"",""أناس""]","[{""word_ar"":""فِرْقَة"",""word_en"":""Firqah"",""root"":null,""root_ar"":null},{""word_ar"":""فَرِيق"",""word_en"":""Fareeq"",""root"":null,""root_ar"":null},{""word_ar"":""طَائِفَة"",""word_en"":""Taaefah"",""root"":null,""root_ar"":null},{""word_ar"":""زُمَر"",""word_en"":""Zumar"",""root"":null,""root_ar"":null},{""word_ar"":""شِيعَة"",""word_en"":""Sheeah"",""root"":null,""root_ar"":null},{""word_ar"":""أُنَاس"",""word_en"":""Onaass"",""root"":null,""root_ar"":null}]",[],[],"[""9:122"",""42:7"",""19:73"",""49:9"",""39:73"",""28:15"",""34:54"",""2:60""]",فرقة فريق طائفة زمر شيعة أناس,2026-02-12 06:00:33,
gg10,To pass by,گزرنا,"[""سبق"",""خلا"",""سلف"",""مر"",""مضى"",""انسلخ""]","[{""word_ar"":""سَبَقَ"",""word_en"":""Sabaqa"",""root"":null,""root_ar"":null},{""word_ar"":""خَلَا"",""word_en"":""Khalaa"",""root"":null,""root_ar"":null},{""word_ar"":""سَلَفَ"",""word_en"":""Salafa"",""root"":null,""root_ar"":null},{""word_ar"":""مَرَّ"",""word_en"":""Marra"",""root"":null,""root_ar"":null},{""word_ar"":""مَضَى"",""word_en"":""Madaa"",""root"":null,""root_ar"":null},{""word_ar"":""اِنْسَلَخَ"",""word_en"":""Ensalakha"",""root"":null,""root_ar"":null}]",[],[],"[""59:10"",""20:99"",""9:5"",""2:141"",""4:23"",""2:259"",""7:189"",""54:2"",""12:105"",""8:38"",""18:60""]",سبق خلا سلف مر مضى انسلخ,2026-02-12 06:00:33,
gg13,To think/have thoughts,گمان کرنا,"[""ظن"",""زعم"",""حسب""]","[{""word_ar"":""ظَنَّ"",""word_en"":""Zanna"",""root"":null,""root_ar"":null},{""word_ar"":""زَعَمَ"",""word_en"":""Za’ama"",""root"":null,""root_ar"":null},{""word_ar"":""حَسِبَ"",""word_en"":""Hasiba"",""root"":null,""root_ar"":null}]",[],[],"[""2:46"",""75:28"",""48:12"",""53:28"",""45:32"",""48:6"",""64:7"",""2:214""]",ظن زعم حسب,2026-02-12 06:00:33,
gg14,Sin,گناہ,"[""ذنب"",""خطأ"",""حوب"",""حنث"",""إثم"",""اجرام"",""جناح"",""لمم""]","[{""word_ar"":""ذَنْب"",""word_en"":""Thanbb"",""root"":null,""root_ar"":null},{""word_ar"":""خَطَأ-خِطأ"",""word_en"":""Khata’a-Khite’a"",""root"":null,""root_ar"":null},{""word_ar"":""حُوْب"",""word_en"":""Hoob"",""root"":null,""root_ar"":null},{""word_ar"":""حِنْث"",""word_en"":""Hinth"",""root"":null,""root_ar"":null},{""word_ar"":""إِثْم"",""word_en"":""Ethm"",""root"":null,""root_ar"":null},{""word_ar"":""اِجْرَام"",""word_en"":""Ej’raam"",""root"":null,""root_ar"":null},{""word_ar"":""جُنَاح"",""word_en"":""Junaah"",""root"":null,""root_ar"":null},{""word_ar"":""لَمَم"",""word_en"":""Lamamm"",""root"":null,""root_ar"":null}]",[],[],"[""48:1"",""9:43"",""26:14"",""4:92"",""2:58"",""4:2"",""56:46"",""5:2"",""2:283"",""11:35"",""2:236"",""17:24"",""26:215"",""53:32""]",ذنب خطأ حوب حنث إثم اجرام جناح لمم,2026-02-12 06:00:33,
gg20,Watering place,گھاٹ,"[""مشرب"",""ورد""]","[{""word_ar"":""مَشْرَب"",""word_en"":""Mash’rab"",""root"":null,""root_ar"":null},{""word_ar"":""وِرْد"",""word_en"":""Wird"",""root"":null,""root_ar"":null}]",[],[],"[""2:60"",""19:89"",""11:98""]",مشرب ورد,2026-02-12 06:00:33,
gg27,To surround,گھیرنا,"[""حف"",""أحاط"",""أحصر"",""حاق""]","[{""word_ar"":""حَفَّ"",""word_en"":""Haffa"",""root"":null,""root_ar"":null},{""word_ar"":""أَحَاطَ"",""word_en"":""Ahaata"",""root"":null,""root_ar"":null},{""word_ar"":""أَحْصَرَ"",""word_en"":""Ah’sara"",""root"":null,""root_ar"":null},{""word_ar"":""حَاقَ"",""word_en"":""Haaqa"",""root"":null,""root_ar"":null}]",[],[],"[""18:32"",""39:75"",""10:22"",""2:81"",""9:5"",""39:48"",""35:43""]",حف أحاط أحصر حاق,2026-02-12 06:00:33,
gg4,"To grasp, to arrest",گرفت کرنا,"[""آخذ"",""ثرب"",""لام""]","[{""word_ar"":""آخَذَ"",""word_en"":""Aaakhatha"",""root"":null,""root_ar"":null},{""word_ar"":""ثَرَّبَ"",""word_en"":""Tharraba"",""root"":null,""root_ar"":null},{""word_ar"":""لَامَ"",""word_en"":""Laama"",""root"":null,""root_ar"":null}]",[],[],"[""2:286"",""12:94"",""5:54""]",آخذ ثرب لام,2026-02-12 06:00:33,
gg7,"To fall, cause to fall",گرنا - گرانا,"[""سقط"",""خر"",""هدم"",""هد"",""إنقض"",""هبط"",""وقع"",""هار"",""هوى"",""خوى"",""وجب"",""ردى"",""صرع"",""تل"",""تعس"",""ادارك"",""انهمر"",""صب"",""سكب""]","[{""word_ar"":""سَقَطَ"",""word_en"":""Saqata"",""root"":null,""root_ar"":null},{""word_ar"":""خَرَّ"",""word_en"":""Kharra"",""root"":null,""root_ar"":null},{""word_ar"":""هَدَمَ"",""word_en"":""Hadama"",""root"":null,""root_ar"":null},{""word_ar"":""هَدَّ"",""word_en"":""Hadda"",""root"":null,""root_ar"":null},{""word_ar"":""إِنْقَضَّ"",""word_en"":""En’qadda"",""root"":null,""root_ar"":null},{""word_ar"":""هَبَطَ"",""word_en"":""Habata"",""root"":null,""root_ar"":null},{""word_ar"":""وَقَعَ"",""word_en"":""Waqa’aa"",""root"":null,""root_ar"":null},{""word_ar"":""هَارَ"",""word_en"":""Haara"",""root"":null,""root_ar"":null},{""word_ar"":""هَوَى"",""word_en"":""Hawaa"",""root"":null,""root_ar"":null},{""word_ar"":""خَوَى"",""word_en"":""Khawaa"",""root"":null,""root_ar"":null},{""word_ar"":""وَجَبَ"",""word_en"":""Wajaba"",""root"":null,""root_ar"":null},{""word_ar"":""رَدَى"",""word_en"":""Radaa"",""root"":null,""root_ar"":null},{""word_ar"":""صَرَعَ"",""word_en"":""Sara’aa"",""root"":null,""root_ar"":null},{""word_ar"":""تَلَّ"",""word_en"":""Talla"",""root"":null,""root_ar"":null},{""word_ar"":""تَعْسَ"",""word_en"":""Tass’sa"",""root"":null,""root_ar"":null},{""word_ar"":""اِدَّارَكَ"",""word_en"":""Eddaaraka"",""root"":null,""root_ar"":null},{""word_ar"":""اِنْهَمَرَ"",""word_en"":""Enhamara"",""root"":null,""root_ar"":null},{""word_ar"":""صَبَّ"",""word_en"":""Sabba"",""root"":null,""root_ar"":null},{""word_ar"":""سَكَبَ"",""word_en"":""Sakaba"",""root"":null,""root_ar"":null}]",[],[],"[""6:59"",""9:49"",""7:149"",""26:187"",""34:14"",""22:40"",""19:90"",""18:77"",""2:74"",""2:38"",""11:48"",""7:171"",""9:109"",""53:1"",""22:31"",""2:259"",""22:36"",""20:16"",""37:56"",""5:3"",""92:11"",""69:7"",""37:103"",""47:9"",""11:90"",""27:66"",""7:38"",""54:11"",""80:24"",""56:30""]",سقط خر هدم هد إنقض هبط وقع هار هوى خوى وجب ردى صرع تل تعس ادارك انهمر صب سكب,2026-02-12 06:00:33,
gg8,To pawn,گروی رکھنا,"[""رهن"",""أبسل""]","[{""word_ar"":""رَهَنَ"",""word_en"":""Rahana"",""root"":null,""root_ar"":null},{""word_ar"":""أَبْسَلَ"",""word_en"":""Absala"",""root"":null,""root_ar"":null}]",[],[],"[""2:283"",""74:38"",""6:70""]",رهن أبسل,2026-02-12 06:00:33,
gh2,To be neglectful,غافل ہونا – کرنا,"[""غفل"",""أغفل"",""سها"",""سمد"",""ألهى""]","[{""word_ar"":""غَفَلَ-أَغْفَلَ"",""word_en"":""Ghafala-Agh’fala"",""root"":null,""root_ar"":null},{""word_ar"":""سَهَا"",""word_en"":""Sahaa"",""root"":null,""root_ar"":null},{""word_ar"":""سَمَدَ"",""word_en"":""Samada"",""root"":null,""root_ar"":null},{""word_ar"":""أَلْهَى"",""word_en"":""Alhaa"",""root"":null,""root_ar"":null}]",[],[],"[""2:140"",""4:102"",""18:28"",""107:5"",""53:60"",""53:61"",""53:62"",""102:1""]",غفل أغفل سها سمد ألهى,2026-02-12 06:00:33,
gh3,"To become overpowered, to be overpowered,  to overpower,",غالب آنا  ہونا کرنا,"[""ظهر"",""عز"",""غلب"",""استعلى"",""قهر""]","[{""word_ar"":""ظَهَرَ"",""word_en"":""Thahara"",""root"":null,""root_ar"":null},{""word_ar"":""عَزَّ"",""word_en"":""Azza"",""root"":null,""root_ar"":null},{""word_ar"":""غَلَبَ"",""word_en"":""Ghalaba"",""root"":null,""root_ar"":null},{""word_ar"":""اِسْتَعْلَى"",""word_en"":""Ess’ta’alaa"",""root"":null,""root_ar"":null},{""word_ar"":""قَهَرَ"",""word_en"":""Qahara"",""root"":null,""root_ar"":null}]",[],[],"[""30:41"",""9:48"",""9:33"",""38:23"",""2:249"",""20:64"",""7:127"",""93:9""]",ظهر عز غلب استعلى قهر,2026-02-12 06:00:33,
gh9,To reflect,غور کرنا,"[""تفكر"",""تدبر"",""تفقه"",""ادكر"",""استنبط""]","[{""word_ar"":""تَفَكَّر"",""word_en"":""Tafakkar"",""root"":null,""root_ar"":null},{""word_ar"":""تَدَبَّر"",""word_en"":""Tadabbar"",""root"":null,""root_ar"":null},{""word_ar"":""تَفَقَّه"",""word_en"":""Tafaqqah"",""root"":null,""root_ar"":null},{""word_ar"":""اِدَّكَرَ"",""word_en"":""Eddakara"",""root"":null,""root_ar"":null},{""word_ar"":""اِسْتَنْبَطَ"",""word_en"":""Esstanbata"",""root"":null,""root_ar"":null}]",[],[],"[""2:219"",""23:68"",""9:122"",""54:17"",""4:83""]",تفكر تدبر تفقه ادكر استنبط,2026-02-12 06:00:33,
h1,"Hand, either right hand or left hand, arm",ہاتھ,"[""يد"",""يمين"",""شمال"",""ذراع""]","[{""word_ar"":""يَد"",""word_en"":""Yadd"",""root"":null,""root_ar"":null},{""word_ar"":""يَمِين"",""word_en"":""Yameen"",""root"":null,""root_ar"":null},{""word_ar"":""شِمَال"",""word_en"":""Shimaal"",""root"":null,""root_ar"":null},{""word_ar"":""ذِرَاع"",""word_en"":""Thiraa’a"",""root"":null,""root_ar"":null}]",[],[],"[""2:79"",""2:237"",""58:12"",""36:9"",""2:65"",""20:17"",""34:15"",""4:24"",""9:13"",""69:25"",""7:17"",""69:32""]",يد يمين شمال ذراع,2026-02-12 06:00:33,
h16,Wind  and its different types,ہوا اور اسکی اقسام,"[""ريح"",""روح"",""ريحان"",""مبشرات"",""لوقح"",""عاصف"",""قاصف"",""حاصب"",""سموم"",""إعصار"",""حسبان"",""نفحة"",""صرصر"",""ريحعقيم""]","[{""word_ar"":""رِيْح"",""word_en"":""Reeh"",""root"":null,""root_ar"":null},{""word_ar"":""رَوْح"",""word_en"":""Rawh"",""root"":null,""root_ar"":null},{""word_ar"":""رَيْحَان"",""word_en"":""Rayhaan"",""root"":null,""root_ar"":null},{""word_ar"":""مُبَشِّرَات"",""word_en"":""Mubashiraat"",""root"":null,""root_ar"":null},{""word_ar"":""لَوَقَح"",""word_en"":""Lawaaqih"",""root"":null,""root_ar"":null},{""word_ar"":""عَاصِف"",""word_en"":""Aaasif"",""root"":null,""root_ar"":null},{""word_ar"":""قَاصِف"",""word_en"":""Qaasif"",""root"":null,""root_ar"":null},{""word_ar"":""حَاصِب"",""word_en"":""Haasib"",""root"":null,""root_ar"":null},{""word_ar"":""سَمُوم"",""word_en"":""Samoom"",""root"":null,""root_ar"":null},{""word_ar"":""إِعْصَار"",""word_en"":""Eesaar"",""root"":null,""root_ar"":null},{""word_ar"":""حُسْبَان"",""word_en"":""Hussbaan"",""root"":null,""root_ar"":null},{""word_ar"":""نَفْحَة"",""word_en"":""Nafhah"",""root"":null,""root_ar"":null},{""word_ar"":""صَرْصَر"",""word_en"":""Sarsar"",""root"":null,""root_ar"":null},{""word_ar"":""رِيْحٌ عَقِيم"",""word_en"":""Reehun Aqeem"",""root"":null,""root_ar"":null}]",[],[],"[""42:33"",""12:94"",""8:46"",""12:87"",""56:89"",""55:12"",""30:46"",""15:23"",""10:22"",""17:68"",""17:69"",""52:27"",""2:266"",""18:40"",""21:46""]",ريح روح ريحان مبشرات لوقح عاصف قاصف حاصب سموم إعصار حسبان نفحة صرصر ريحعقيم,2026-02-12 06:00:33,
h17,To happen,ہونا,"[""كان"",""أصبح"",""صدر"",""أصدر"",""وقع""]","[{""word_ar"":""كَان"",""word_en"":""Kaana"",""root"":null,""root_ar"":null},{""word_ar"":""أَصْبَحَ"",""word_en"":""Assbaha"",""root"":null,""root_ar"":null},{""word_ar"":""صَدَرَ-أَصْدَرَ"",""word_en"":""Sadara-Assdara"",""root"":null,""root_ar"":null},{""word_ar"":""وَقَعَ"",""word_en"":""Waqa’aa"",""root"":null,""root_ar"":null}]",[],[],"[""2:34"",""76:7"",""2:59"",""28:10"",""28:23"",""70:1"",""27:85""]",كان أصبح صدر أصدر وقع,2026-02-12 06:00:33,
h4,To remove,ہٹانا,"[""رفع"",""جنب"",""زحزح"",""درء"",""دع"",""دحر"",""خسأ""]","[{""word_ar"":""رَفَعَ"",""word_en"":""Rafa’aa"",""root"":null,""root_ar"":null},{""word_ar"":""جَنَّبَ"",""word_en"":""Jannaba"",""root"":null,""root_ar"":null},{""word_ar"":""زَحْزَحَ"",""word_en"":""Zahzaha"",""root"":null,""root_ar"":null},{""word_ar"":""دَرَءَ"",""word_en"":""Dara’aa"",""root"":null,""root_ar"":null},{""word_ar"":""دَعَّ"",""word_en"":""Da’aa"",""root"":null,""root_ar"":null},{""word_ar"":""دَحَرَ"",""word_en"":""Dahara"",""root"":null,""root_ar"":null},{""word_ar"":""خَسَأَ"",""word_en"":""Khasa’aa"",""root"":null,""root_ar"":null}]",[],[],"[""22:40"",""4:6"",""3:185"",""24:8"",""2:72"",""107:2"",""7:18"",""2:65""]",رفع جنب زحزح درء دع دحر خسأ,2026-02-12 06:00:33,
h8,"To be light(in weight), to make light",ہلکا ہونا - کرنا,"[""خف"",""خفف"",""استخف"",""فتر"",""قصد""]","[{""word_ar"":""خَفّ"",""word_en"":""Khaffa"",""root"":null,""root_ar"":null},{""word_ar"":""خَفَّفَ"",""word_en"":""Khaffafa"",""root"":null,""root_ar"":null},{""word_ar"":""اِسْتَخَفَّ"",""word_en"":""Esstakhaffa"",""root"":null,""root_ar"":null},{""word_ar"":""فَتَّرَ"",""word_en"":""Fattara"",""root"":null,""root_ar"":null},{""word_ar"":""قَصَدَ"",""word_en"":""Qasada"",""root"":null,""root_ar"":null}]",[],[],"[""73:5"",""7:9"",""2:86"",""43:54"",""43:74"",""31:19"",""9:42""]",خف خفف استخف فتر قصد,2026-02-12 06:00:33,
j10,"To hasten, to hurry",جلدی کرنا,[],[],[],[],"[""2:202"",""17:11"",""13:6"",""4:6"",""3:125"",""2:142"",""102:3""]",,2026-02-12 06:00:33,
j11,Group,جماعت,[],[],[],[],"[""54:45"",""26:56"",""27:48"",""11:92"",""26:54"",""12:14"",""49:9"",""2:249"",""9:122"",""56:13"",""56:14"",""39:73"",""70:36"",""70:37"",""33:22"",""55:33"",""55:31"",""6:38"",""2:213"",""3:110"",""16:120""]",,2026-02-12 06:00:33,
j14,Paradise and its different names,جنت اور اسکے مختلف نام,[],[],[],[],"[""2:266"",""2:25"",""98:8"",""18:107"",""68:34""]",,2026-02-12 06:00:33,
j15,"War, battle",جنگ,[],[],[],[],"[""2:216"",""3:121"",""5:64"",""8:15"",""2:177"",""9:86"",""3:156""]",,2026-02-12 06:00:33,
j19,"Couple, pair",جوڑا,[],[],[],[],"[""42:49"",""42:50"",""89:1"",""89:2"",""89:3"",""2:255""]",,2026-02-12 06:00:33,
j2,To know,جاننا,[],[],[],[],"[""2:60"",""72:25"",""101:10"",""101:11"",""65:1"",""3:52""]",,2026-02-12 06:00:33,
j20,To join,جوڑنا,[],[],[],[],"[""2:27"",""7:22"",""61:4""]",,2026-02-12 06:00:33,
j21,"Where, wherever",جہاں-  جہاں کہیں,[],[],[],[],"[""2:149"",""33:61""]",,2026-02-12 06:00:33,
j23,"To bend, bow, incline, stoop",جھکنا مائل ہونا,[],[],[],[],"[""8:61"",""4:129"",""20:111"",""66:4"",""17:74"",""21:31"",""20:108"",""70:44"",""76:14"",""4:3"",""55:54"",""2:182"",""12:33""]",,2026-02-12 06:00:33,
j25,To quarrel,جھگڑنا,[],[],[],[],"[""4:65"",""4:59"",""2:258"",""8:6"",""53:11"",""53:12"",""38:21"",""2:204"",""39:29""]",,2026-02-12 06:00:33,
j4,when,جب,[],[],[],[],"[""2:30"",""2:14"",""81:1"",""29:48"",""12:96"",""2:87""]",,2026-02-12 06:00:33,
j8,Place,جگہ,[],[],[],[],"[""2:125"",""55:46"",""20:58"",""4:100""]",,2026-02-12 06:00:33,
k12,"To dodge, evade",کترا جانا – بچ کر نکل جانا,"[""كم"",""كأي"",""كأين""]","[{""word_ar"":""كَمْ"",""word_en"":""Kamm"",""root"":null,""root_ar"":null},{""word_ar"":""كَأَيّ"",""word_en"":""Ka’ayy"",""root"":null,""root_ar"":null},{""word_ar"":""كَأَيِّنْ"",""word_en"":""Ka’ayyin"",""root"":null,""root_ar"":null}]",[],[],"[""2:259"",""12:105""]",كم كأي كأين,2026-02-12 06:00:33,
k17,ship,کشتی جہاز,"[""كعبة"",""البيت"",""البيتالعتيق"",""حرم"",""البيتالحرام"",""البيتالمحرم"",""المسجدالحرام""]","[{""word_ar"":""كَعْبَة"",""word_en"":""Ka’abah"",""root"":null,""root_ar"":null},{""word_ar"":""البَيْت"",""word_en"":""AlBayt"",""root"":null,""root_ar"":null},{""word_ar"":""البَيْتُ العَتِيق"",""word_en"":""Al-Baytul Ateeq"",""root"":null,""root_ar"":null},{""word_ar"":""حَرَم"",""word_en"":""Haram"",""root"":null,""root_ar"":null},{""word_ar"":""البَيتُ الحرام"",""word_en"":""Al-Baytul Haraam"",""root"":null,""root_ar"":null},{""word_ar"":""البَيْتَ المُحَرَّم"",""word_en"":""Al-Baytul Muharram"",""root"":null,""root_ar"":null},{""word_ar"":""المَسْجِدُ الحَرَام"",""word_en"":""Al-Massjidul Haraam"",""root"":null,""root_ar"":null}]",[],[],"[""5:95"",""2:125"",""22:29"",""28:57"",""5:2"",""14:37"",""17:1""]",كعبة البيت البيتالعتيق حرم البيتالحرام البيتالمحرم المسجدالحرام,2026-02-12 06:00:33,
k2,Cut,کٹنا,"[""تقطع"",""من""]","[{""word_ar"":""تَقَطَّعَ"",""word_en"":""Taqatta’aa"",""root"":null,""root_ar"":null},{""word_ar"":""مَنَّ"",""word_en"":""Manna"",""root"":null,""root_ar"":null}]",[],[],"[""2:166"",""41:8""]",تقطع من,2026-02-12 06:00:33,
k22,Room,کمرہ,"[""ضعيف"",""واهية"",""أوهن"",""أذلة""]","[{""word_ar"":""ضَعِيف"",""word_en"":""Daeef"",""root"":null,""root_ar"":null},{""word_ar"":""وَاهِيَة"",""word_en"":""Waahiyah"",""root"":null,""root_ar"":null},{""word_ar"":""أَوْهَنَ"",""word_en"":""Awhana"",""root"":null,""root_ar"":null},{""word_ar"":""أَذِلَّة"",""word_en"":""Athillah"",""root"":null,""root_ar"":null}]",[],[],"[""2:282"",""69:16"",""29:41"",""4:104"",""3:123"",""8:18""]",ضعيف واهية أوهن أذلة,2026-02-12 06:00:33,
k23,Weak,کمزور,"[""طرف"",""حد"",""حرف"",""أفق"",""أقطار"",""أرجاء"",""شفا"",""معزل"",""شاطي"",""ساحل"",""أقصى"",""عدوة"",""صدف""]","[{""word_ar"":""طَرْف"",""word_en"":""Tarff"",""root"":null,""root_ar"":null},{""word_ar"":""حَدّ"",""word_en"":""Hadd"",""root"":null,""root_ar"":null},{""word_ar"":""حَرْف"",""word_en"":""Harff"",""root"":null,""root_ar"":null},{""word_ar"":""أُفُق"",""word_en"":""Ofuqq"",""root"":null,""root_ar"":null},{""word_ar"":""أَقْطَار"",""word_en"":""Aq’taar"",""root"":null,""root_ar"":null},{""word_ar"":""أَرْجَاء"",""word_en"":""Ar’jaa’a"",""root"":null,""root_ar"":null},{""word_ar"":""شَفَا"",""word_en"":""Shafaa"",""root"":null,""root_ar"":null},{""word_ar"":""مَعْزِل"",""word_en"":""Ma’azil"",""root"":null,""root_ar"":null},{""word_ar"":""شِاطِي"",""word_en"":""Shaatee"",""root"":null,""root_ar"":null},{""word_ar"":""سَاحِل"",""word_en"":""Saahil"",""root"":null,""root_ar"":null},{""word_ar"":""أَقْصَى"",""word_en"":""Aq’saa"",""root"":null,""root_ar"":null},{""word_ar"":""عُدْوَة"",""word_en"":""Odwah"",""root"":null,""root_ar"":null},{""word_ar"":""صَدَف"",""word_en"":""Sadaff"",""root"":null,""root_ar"":null}]",[],[],"[""11:114"",""2:229"",""22:11"",""53:7"",""41:53"",""33:14"",""55:33"",""69:17"",""3:103"",""9:109"",""11:42"",""28:30"",""20:39"",""36:20"",""8:42"",""18:96""]",طرف حد حرف أفق أقطار أرجاء شفا معزل شاطي ساحل أقصى عدوة صدف,2026-02-12 06:00:33,
k27,"To endeavor,",کوشش کرنا,"[""من"",""أي""]","[{""word_ar"":""مَنْ"",""word_en"":""Mann"",""root"":null,""root_ar"":null},{""word_ar"":""أَيّ"",""word_en"":""Ayy"",""root"":null,""root_ar"":null}]",[],[],"[""2:255"",""67:2"",""4:11""]",من أي,2026-02-12 06:00:33,
k28,Who,کون,"[""أحد"",""من""]","[{""word_ar"":""أَحَد"",""word_en"":""Ahad"",""root"":null,""root_ar"":null},{""word_ar"":""مَنْ-مِنْ"",""word_en"":""Man-Min"",""root"":null,""root_ar"":null}]",[],[],"[""112:1"",""12:78"",""69:47"",""2:8"",""17:44""]",أحد من,2026-02-12 06:00:33,
k29,"Anybody, somebody",کوئی,"[""أن"",""كأن"",""كأنما"",""ألا""]","[{""word_ar"":""أَنْ"",""word_en"":""Ann"",""root"":null,""root_ar"":null},{""word_ar"":""كَأَنْ"",""word_en"":""Ka’ann"",""root"":null,""root_ar"":null},{""word_ar"":""كَأَنَّ"",""word_en"":""Ka’anna"",""root"":null,""root_ar"":null},{""word_ar"":""كَأَنَّمَا"",""word_en"":""Ka’annama"",""root"":null,""root_ar"":null},{""word_ar"":""أَلَّا"",""word_en"":""Allaa"",""root"":null,""root_ar"":null}]",[],[],"[""2:26"",""31:7"",""8:6"",""41:30""]",أن كأن كأنما ألا,2026-02-12 06:00:33,
k30,"Who , which, that, such as",کہ گویا کہ,"[""أين"",""أينما"",""أنى""]","[{""word_ar"":""أَيْن-أَيْنَما"",""word_en"":""Ayn-Aynama"",""root"":null,""root_ar"":null},{""word_ar"":""أَنَّى"",""word_en"":""Annaa"",""root"":null,""root_ar"":null}]",[],[],"[""16:27"",""4:78"",""2:115"",""3:37"",""9:30""]",أين أينما أنى,2026-02-12 06:00:33,
k36,To feed,کھلانا,"[""نخلة"",""نخل"",""نخيل"",""لينة"",""رطب""]","[{""word_ar"":""نَخْلَة"",""word_en"":""Nakh’lah"",""root"":null,""root_ar"":null},{""word_ar"":""نَخْل-نَخِيل"",""word_en"":""Nakhl-Nakheel"",""root"":null,""root_ar"":null},{""word_ar"":""لِينَة"",""word_en"":""Leenah"",""root"":null,""root_ar"":null},{""word_ar"":""رَطْب"",""word_en"":""Ratbb"",""root"":null,""root_ar"":null}]",[],[],"[""19:25"",""18:32"",""2:266"",""59:5""]",نخلة نخل نخيل لينة رطب,2026-02-12 06:00:33,
k4,To be enough,کافی ہونا,"[""كفى"",""حسب""]","[{""word_ar"":""كَفَى"",""word_en"":""Kafaa"",""root"":null,""root_ar"":null},{""word_ar"":""حَسْب"",""word_en"":""Hassb"",""root"":null,""root_ar"":null}]",[],[],"[""33:25"",""3:173"",""4:55"",""2:206"",""4:6""]",كفى حسب,2026-02-12 06:00:33,
k41,Fields  of crop,کھیتی,"[""مد"",""جر"",""اضطر"",""سلخ"",""نزع"",""سقع""]","[{""word_ar"":""مَدَّ"",""word_en"":""Madda"",""root"":null,""root_ar"":null},{""word_ar"":""جَرَّ"",""word_en"":""Jarra"",""root"":null,""root_ar"":null},{""word_ar"":""اِضْطَرَّ"",""word_en"":""Ed’tarra"",""root"":null,""root_ar"":null},{""word_ar"":""سَلَخَ"",""word_en"":""Salakha"",""root"":null,""root_ar"":null},{""word_ar"":""نَزَعَ"",""word_en"":""Naza’aa"",""root"":null,""root_ar"":null},{""word_ar"":""سَقَعَ"",""word_en"":""Saqa’aa"",""root"":null,""root_ar"":null}]",[],[],"[""7:202"",""104:9"",""7:150"",""2:126"",""36:37"",""7:43"",""96:15""]",مد جر اضطر سلخ نزع سقع,2026-02-12 06:00:33,
k43,To play,کھیلنا,"[""ء"",""هل"",""ما"",""ماذا""]","[{""word_ar"":""ءَ"",""word_en"":""Aa"",""root"":null,""root_ar"":null},{""word_ar"":""هَلْ"",""word_en"":""Hal"",""root"":null,""root_ar"":null},{""word_ar"":""مَا"",""word_en"":""Maa"",""root"":null,""root_ar"":null},{""word_ar"":""ماذّا"",""word_en"":""Mathaa"",""root"":null,""root_ar"":null}]",[],[],"[""3:144"",""21:62"",""13:16"",""21:52"",""2:219"",""28:65""]",ء هل ما ماذا,2026-02-12 06:00:33,
